binary,function,instructions,basic_blocks,edges,calls,indirect_calls,unsafe_call_count,has_unsafe_call,loops,cyclomatic_complexity,avg_bb_size,max_bb_size,mem_ops,stack_ops,cond_jumps,ret_count,label
arm_stack_vuln_2_x86_O1,main,10,4,2,1,0,0,0,0,1,2.5,3,1,0,1,2,0
arm_stack_vuln_2_x86_O2,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_2_x86_O2,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_2_x86_O2,main,8,3,2,1,0,1,1,0,1,2.667,4,1,0,1,1,0
arm_stack_vuln_2_x86_O2,sub_401058,3,1,0,0,0,0,0,0,1,3.0,3,0,0,0,1,0
arm_stack_vuln_2_x86_O2,sub_40105f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_2_x86_O2,sub_401081,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_2_x86_O2,sub_401082,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_2_x86_O2,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_2_x86_O2,sub_4010be,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_2_x86_O2,sub_4010c1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_2_x86_O2,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_2_x86_O2,sub_40112f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_2_x86_O2,sub_401131,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_2_x86_O2,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_2_x86_O2,sub_401146,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_2_x86_O2,vulnerable,4,1,0,1,0,1,1,0,1,4.0,4,0,0,0,0,1
arm_stack_vuln_2_x86_O2,sub_40115f,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_2_x86_O3,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_2_x86_O3,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_2_x86_O3,main,8,3,2,1,0,1,1,0,1,2.667,4,1,0,1,1,0
arm_stack_vuln_2_x86_O3,sub_401058,3,1,0,0,0,0,0,0,1,3.0,3,0,0,0,1,0
arm_stack_vuln_2_x86_O3,sub_40105f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_2_x86_O3,sub_401081,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_2_x86_O3,sub_401082,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_2_x86_O3,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_2_x86_O3,sub_4010be,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_2_x86_O3,sub_4010c1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_2_x86_O3,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_2_x86_O3,sub_40112f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_2_x86_O3,sub_401131,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_2_x86_O3,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_2_x86_O3,sub_401146,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_2_x86_O3,vulnerable,4,1,0,1,0,1,1,0,1,4.0,4,0,0,0,0,1
arm_stack_vuln_2_x86_O3,sub_40115f,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_3_x86_O0,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O0,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_3_x86_O0,sub_401061,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O0,sub_401062,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O0,sub_401071,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O0,sub_40109e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O0,sub_4010a1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O0,sub_4010e1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O0,sub_40110f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O0,sub_401111,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O0,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_3_x86_O0,vulnerable,9,1,0,1,0,1,1,0,1,9.0,9,3,3,0,0,1
arm_stack_vuln_3_x86_O0,sub_401145,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O0,sub_401146,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_3_x86_O0,main,15,3,2,1,0,0,0,0,1,5.0,7,5,4,1,1,0
arm_stack_vuln_3_x86_O1,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O1,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_3_x86_O1,sub_401061,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O1,sub_401062,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O1,sub_401071,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O1,sub_40109e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O1,sub_4010a1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O1,sub_4010e1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O1,sub_40110f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O1,sub_401111,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O1,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_3_x86_O1,vulnerable,4,1,0,1,0,1,1,0,1,4.0,4,0,0,0,0,1
arm_stack_vuln_3_x86_O1,sub_401135,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_3_x86_O1,main,10,4,2,1,0,0,0,0,1,2.5,3,1,0,1,2,0
arm_stack_vuln_3_x86_O2,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O2,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_3_x86_O2,main,8,3,2,1,0,1,1,0,1,2.667,4,1,0,1,1,0
arm_stack_vuln_3_x86_O2,sub_401058,3,1,0,0,0,0,0,0,1,3.0,3,0,0,0,1,0
arm_stack_vuln_3_x86_O2,sub_40105f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O2,sub_401081,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O2,sub_401082,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O2,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O2,sub_4010be,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O2,sub_4010c1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O2,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O2,sub_40112f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O2,sub_401131,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O2,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_3_x86_O2,sub_401146,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_3_x86_O2,vulnerable,4,1,0,1,0,1,1,0,1,4.0,4,0,0,0,0,1
arm_stack_vuln_3_x86_O2,sub_40115f,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_3_x86_O3,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O3,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_3_x86_O3,main,8,3,2,1,0,1,1,0,1,2.667,4,1,0,1,1,0
arm_stack_vuln_3_x86_O3,sub_401058,3,1,0,0,0,0,0,0,1,3.0,3,0,0,0,1,0
arm_stack_vuln_3_x86_O3,sub_40105f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O3,sub_401081,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O3,sub_401082,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O3,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O3,sub_4010be,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O3,sub_4010c1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O3,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O3,sub_40112f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_3_x86_O3,sub_401131,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_3_x86_O3,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_3_x86_O3,sub_401146,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_3_x86_O3,vulnerable,4,1,0,1,0,1,1,0,1,4.0,4,0,0,0,0,1
arm_stack_vuln_3_x86_O3,sub_40115f,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_4_x86_O0,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O0,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_4_x86_O0,sub_401061,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O0,sub_401062,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O0,sub_401071,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O0,sub_40109e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O0,sub_4010a1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O0,sub_4010e1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O0,sub_40110f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O0,sub_401111,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O0,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_4_x86_O0,vulnerable,9,1,0,1,0,1,1,0,1,9.0,9,3,3,0,0,1
arm_stack_vuln_4_x86_O0,sub_401145,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O0,sub_401146,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_4_x86_O0,main,15,3,2,1,0,0,0,0,1,5.0,7,5,4,1,1,0
arm_stack_vuln_4_x86_O1,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O1,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_4_x86_O1,sub_401061,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O1,sub_401062,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O1,sub_401071,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O1,sub_40109e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O1,sub_4010a1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O1,sub_4010e1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O1,sub_40110f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O1,sub_401111,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O1,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_4_x86_O1,vulnerable,4,1,0,1,0,1,1,0,1,4.0,4,0,0,0,0,1
arm_stack_vuln_4_x86_O1,sub_401135,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_4_x86_O1,main,10,4,2,1,0,0,0,0,1,2.5,3,1,0,1,2,0
arm_stack_vuln_4_x86_O2,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O2,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_4_x86_O2,main,8,3,2,1,0,1,1,0,1,2.667,4,1,0,1,1,0
arm_stack_vuln_4_x86_O2,sub_401058,3,1,0,0,0,0,0,0,1,3.0,3,0,0,0,1,0
arm_stack_vuln_4_x86_O2,sub_40105f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O2,sub_401081,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O2,sub_401082,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O2,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O2,sub_4010be,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O2,sub_4010c1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O2,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O2,sub_40112f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O2,sub_401131,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O2,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_4_x86_O2,sub_401146,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_4_x86_O2,vulnerable,4,1,0,1,0,1,1,0,1,4.0,4,0,0,0,0,1
arm_stack_vuln_4_x86_O2,sub_40115f,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_4_x86_O3,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O3,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_4_x86_O3,main,8,3,2,1,0,1,1,0,1,2.667,4,1,0,1,1,0
arm_stack_vuln_4_x86_O3,sub_401058,3,1,0,0,0,0,0,0,1,3.0,3,0,0,0,1,0
arm_stack_vuln_4_x86_O3,sub_40105f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O3,sub_401081,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O3,sub_401082,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O3,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O3,sub_4010be,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O3,sub_4010c1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O3,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O3,sub_40112f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_4_x86_O3,sub_401131,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_4_x86_O3,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_4_x86_O3,sub_401146,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_4_x86_O3,vulnerable,4,1,0,1,0,1,1,0,1,4.0,4,0,0,0,0,1
arm_stack_vuln_4_x86_O3,sub_40115f,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_5_x86_O0,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O0,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_5_x86_O0,sub_401061,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O0,sub_401062,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O0,sub_401071,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O0,sub_40109e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O0,sub_4010a1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O0,sub_4010e1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O0,sub_40110f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O0,sub_401111,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O0,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_5_x86_O0,vulnerable,9,1,0,1,0,1,1,0,1,9.0,9,3,3,0,0,1
arm_stack_vuln_5_x86_O0,sub_401145,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O0,sub_401146,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_5_x86_O0,main,15,3,2,1,0,0,0,0,1,5.0,7,5,4,1,1,0
arm_stack_vuln_5_x86_O1,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O1,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_5_x86_O1,sub_401061,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O1,sub_401062,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O1,sub_401071,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O1,sub_40109e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O1,sub_4010a1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O1,sub_4010e1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O1,sub_40110f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O1,sub_401111,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O1,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_5_x86_O1,vulnerable,4,1,0,1,0,1,1,0,1,4.0,4,0,0,0,0,1
arm_stack_vuln_5_x86_O1,sub_401135,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_5_x86_O1,main,10,4,2,1,0,0,0,0,1,2.5,3,1,0,1,2,0
arm_stack_vuln_5_x86_O2,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O2,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_5_x86_O2,main,8,3,2,1,0,1,1,0,1,2.667,4,1,0,1,1,0
arm_stack_vuln_5_x86_O2,sub_401058,3,1,0,0,0,0,0,0,1,3.0,3,0,0,0,1,0
arm_stack_vuln_5_x86_O2,sub_40105f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O2,sub_401081,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O2,sub_401082,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O2,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O2,sub_4010be,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O2,sub_4010c1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O2,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O2,sub_40112f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O2,sub_401131,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O2,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_5_x86_O2,sub_401146,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_5_x86_O2,vulnerable,4,1,0,1,0,1,1,0,1,4.0,4,0,0,0,0,1
arm_stack_vuln_5_x86_O2,sub_40115f,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_5_x86_O3,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O3,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_5_x86_O3,main,8,3,2,1,0,1,1,0,1,2.667,4,1,0,1,1,0
arm_stack_vuln_5_x86_O3,sub_401058,3,1,0,0,0,0,0,0,1,3.0,3,0,0,0,1,0
arm_stack_vuln_5_x86_O3,sub_40105f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O3,sub_401081,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O3,sub_401082,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O3,sub_401091,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O3,sub_4010be,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O3,sub_4010c1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O3,sub_401101,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O3,sub_40112f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_5_x86_O3,sub_401131,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_5_x86_O3,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_5_x86_O3,sub_401146,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_5_x86_O3,vulnerable,4,1,0,1,0,1,1,0,1,4.0,4,0,0,0,0,1
arm_stack_vuln_5_x86_O3,sub_40115f,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
arm_stack_vuln_6_x86_O0,sub_401020,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_6_x86_O0,sub_40102c,1,1,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0
arm_stack_vuln_6_x86_O0,sub_401061,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_6_x86_O0,sub_401062,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_6_x86_O0,sub_401071,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_6_x86_O0,sub_40109e,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_6_x86_O0,sub_4010a1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_6_x86_O0,sub_4010e1,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_6_x86_O0,sub_40110f,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_6_x86_O0,sub_401111,2,1,0,0,0,0,0,0,1,2.0,2,2,0,0,0,0
arm_stack_vuln_6_x86_O0,frame_dummy,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,0,0
arm_stack_vuln_6_x86_O0,vulnerable,9,1,0,1,0,1,1,0,1,9.0,9,3,3,0,0,1
arm_stack_vuln_6_x86_O0,sub_401145,1,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0
arm_stack_vuln_6_x86_O0,sub_401146,2,1,0,0,0,0,0,0,1,2.0,2,0,0,0,1,0
